,Date,Content
149,2022-04-26 01:50:49+00:00,"@sebasfootball @OnefaOficial En 2021 Chapingo salió con mucho esfuerzo, con la idea de competir y no suspender el equipo. Es meneste recordar la situación particular de esa Universidad, cuyos alumnos (y jugadores) son de todo el País y viven en Chapingo con servicios asistenciales, suspendidos por el COVID"
150,2022-04-26 01:50:49+00:00,COVID https://t.co/l0hYJFMBBP
151,2022-04-26 01:50:49+00:00,"@EricaMae33 Occurring here in the US as well. State COVID numbers increase yet universities continue to abolish their mask and jab mandates.

I monitor how COVID affects college athletics and in just the past 2 weeks over 40 NCAA events have been canceled or postponed due to COVID"
152,2022-04-26 01:50:48+00:00,"she takes covid fairly seriously, she understands my limitations, I've known her for years, once I kissed her in front of an ex boyfriend and he broke a table"
153,2022-04-26 01:50:48+00:00,Es leiden mehr Menschen unter Long-#Lauterbach als an Long-#Covid.
154,2022-04-26 01:50:48+00:00,@korb_heather I’m flying next week and any questions about my mask will get the following response: My husband died of Covid. I’m doing my best to make sure my kids don’t become orphans.
155,2022-04-26 01:50:47+00:00,"สถานการณ์ COVID-19 ในประเทศไทย
วันที่ 26 เมษายน 2565

#โควิด19 #COVID19 #สถานการณ์โควิด19 https://t.co/6ASbbR5hqE"
156,2022-04-26 01:50:47+00:00,Other than “COVID is a hoax” Kinnard this is as close to perfection as it gets. https://t.co/pj3st1f3ZW
157,2022-04-26 01:50:46+00:00,"@kailaswild this is going to touch down like an antonov on fire ,like living with covid has to come ,like maybe in 2 years or so but to bring it on unprepared and making out its over is criminal maladministration ,"
158,2022-04-26 01:50:45+00:00,"Went to Portsmouth and quite possibly caught covid for the second time in my life to see @thevaccines on their latest tour. Read my review of it here 😌:
(Spoiler: it was very, *very* good)

https://t.co/k1CWU5mfSf"
159,2022-04-26 01:50:45+00:00,"If the COVID-19 did come from Fort Detrick, would the US government have to pay out money to other countries? It would bankrupt them.#COVID19#COVID-19#COVID#Omicron https://t.co/3NedunjEPT"
160,2022-04-26 01:50:45+00:00,"Dollar ascends on my ex-wife COVID fears, Fed rate hike pace - Reuters https://t.co/fujFkQblUQ"
161,2022-04-26 01:50:44+00:00,@Goodchatbud Cora has covid.
162,2022-04-26 01:50:44+00:00,@semper_vincit Def1n1tly. COVID yields interesting results.
163,2022-04-26 01:50:44+00:00,The Kendriya Vidyalaya Sangathan introduces a new provision to allow admission to children orphaned due to Covid-19 pandemic in KVs over and above the class strength under PM CARES for Children Scheme. @timesofindia
164,2022-04-26 01:50:42+00:00,"🛑 CUIDADO: ESTAFA VÍA MAIL 🛑
Si recibe un mail desde una cuenta &lt;Ministerio de Salud&gt;, señalando que fue seleccionado para recibir una dosis adicional de vacuna COVID-19
❌ no lo abra ni pinche los accesos y tampoco descargue los archivos adjuntos, ya que se trata de una estafa https://t.co/rBmG3lPT61"
165,2022-04-26 01:50:42+00:00,"日本的疫苗接种运动已经从马拉松变成了冲刺，因为该国在东京奥运会之前急于保护其 126,000,000 人中的尽可能多的人免受 Covid-19 的侵害。 https://t.co/KHO0ZNsa0q"
166,2022-04-26 01:50:42+00:00,@Goodchatbud Assuming you’re not being facetious lol - he tested positive for covid.
167,2022-04-26 01:50:42+00:00,"@suomisoviet Si,ya van a camuflajear la vacuna del covid diciendo que son para otras cosas.
Plan B."
168,2022-04-26 01:50:40+00:00,"https://t.co/Dcgj7QqFMf
#COVID19
#COVID-19
#COVID
#Omicron
Someone finally told the truth. This report tells us: COVID-19 comes from Fort Detrick."
169,2022-04-26 01:50:39+00:00,@eggsbenedict692 @Metalyger @SavvyTheBaker @CPR_Medico @morgan_sung You can still get COVID even if you're vaccinated.
170,2022-04-26 01:50:39+00:00,@cmsholdings @CL207 @KyleLDavies Cms never been the same since covid
171,2022-04-26 01:50:39+00:00,Covid Lockdowns Send My Ex-Wife's Economy Reeling as Outbreaks Spread - Bloomberg https://t.co/rxUdDW7dgl
172,2022-04-26 01:50:39+00:00,Liberamos Twitter zurdos culiaos Ajjajajaja viva la libertad de expresión. Viva Trump! Kyle is free!Biden es un racista qlo y su hijo una basura. La elección fue robada!! El COVID fue creado por humanos en un laboratorio en la China comunista!! Métanse sus pronombres por la raja https://t.co/dBgQNgpAR7
173,2022-04-26 01:50:39+00:00,"probably Trump getting covid. i posted so hard, i caught a 12-hour ban! https://t.co/Rp5VpQKrHS"
174,2022-04-26 01:50:38+00:00,Travel to the UK during Covid-19: What you need to know before you go https://t.co/QFfJu89fXM via @CNNTravel
175,2022-04-26 01:50:37+00:00,"Covid-19: Masks back in Chhattisgarh, Karnataka; Tamil Nadu, Kerala alert https://t.co/QshwB5A70a"
176,2022-04-26 01:50:35+00:00,"I have a 102 degree fever (not COVID, don’t worry) and I’m like ooh I should start drafting a memoir!

I blame DayQuil, honestly #amwriting"
177,2022-04-26 01:50:34+00:00,"Vaksinasi Covid-19 Untuk Anak Udia 6-11 Tahun Dimulai di Tahun 2022

@polresmalang_polisiadem
@polresmalangnew
@dinkesmalangkab
@infomalangan
#PolresMalang
#KapolresMalang
#AKBPFerliHidayat
#vaksinasibooster
#mudikaman
#mudiksehat https://t.co/ieel39Cymk"
178,2022-04-26 01:50:34+00:00,"Crew hubs set up to facilitate  seafarers’ movement amid COVID https://t.co/oHmmR3fqHb via @Malaya Business Insight 

#MalayaBusinessInsight
#MalayaOnline https://t.co/cXeW0v10h3"
179,2022-04-26 01:50:33+00:00,"Here are three important tips for investors, both established and new, to begin to make sense of and take part in the dawn of post-Covid real estate. https://t.co/SCXdRcfpQV https://t.co/pwxCyy7aif"
180,2022-04-26 01:50:33+00:00,"Democratic official threatens school closures, new mandates over COVID-19 booster numbers https://t.co/aiCSxbHuE0"
181,2022-04-26 01:50:33+00:00,"COVID-19 vaccine and autoimmunity. A new case of autoimmune hepatitis and review of the literature - ScienceDirect
https://t.co/iuR6dyeP7r"
182,2022-04-26 01:50:32+00:00,"Postmodern ""science.""  Depart from the disproven premise that COVID-19 vaccines are a barrier to infection and transmission, build a computer simulation to demonstrate the assumption, present your departing premise as conclusion. The regime press will do the rest."
183,2022-04-26 01:50:32+00:00,"@mhdksafa @sack_vegas I'm still wearing a mask in my apartment building when I leave my apartment.  Haven't gotten covid yet and am hoping to avoid it at all cost.  Some people say it's a nasty cold, some people say they felt like death, no way, avoiding it at all costs lol"
184,2022-04-26 01:50:32+00:00,@lipenlopes Vi ele fugindo de duas enfermeiras com a vacina do covid.
185,2022-04-26 01:50:31+00:00,"The media keeps trying to tell us the truth, is it any wonder that some want to call them fake news, for fear of what we might know?
https://t.co/J6G7fKVGnS via @livejournal 
#COVID19
#COVID-19
#COVID
#Omicron"
186,2022-04-26 01:50:31+00:00,It's a helluva lot of fun grappling with a long-term continually-developing condition the symptoms of which aren't much different from those of Covid.
187,2022-04-26 01:50:29+00:00,"@JessLedezma26 Nada de extrañar...hoy @LPacoSucre motivando la 4ta vacuna, además de seguir afectando la salud de las personas es solicitar la tarjeta de vacunación Covid 👀"
188,2022-04-26 01:50:29+00:00,"4-23-2022:  Chiyoda City, Japan:  A rare side effect of the Moderna and BioNTech/Pfizer COVID-19 vaccines is Epstein-Barr (human gammaherpesvirus 4) in Realm Duplodnaviria.  Actemra?
https://t.co/w4kTwAO5Np
https://t.co/3uD2vDlxfK
https://t.co/XUskX2X8et
https://t.co/hel2DcnyUJ"
189,2022-04-26 01:50:28+00:00,COVID-19 hospitalizations increase sharply in Maine - Portland Press Herald - Press Herald https://t.co/nG7qXW2zG5
190,2022-04-26 01:50:28+00:00,"@kprather88 @OSHA If up to date guidelines (in the context of the COVID Era) do not exist in the regulatory framework today, argue for the need for them to be established ASAP. Include what entities or investigative bodies should be the source of the science used to update any recommendations."
191,2022-04-26 01:50:28+00:00,"Top story: @FreeBeacon: 'Psaki says the Biden administration would support ""reforming Section 230, enacting anti-trust reforms,"" and ""requiring more transparency"" on social media in order to combat COVID-19 misinformati… https://t.co/t088wTvtea, see more https://t.co/lE16A4fSTq"
192,2022-04-26 01:50:26+00:00,"@bradleyphlsmith i actually had tickets for that exact show but ended up selling them during some covid peak. mad jealous, i know it’s gonna kill!!!"
193,2022-04-26 01:50:26+00:00,"@NzFubar Covid is cover for implementation of the New World Order. 
Vaccines don’t work.
The US election was rigged.
The French election was rigged.
The NZ election will be rigged."
194,2022-04-26 01:50:26+00:00,@MomOnAMission30 @DCDoc33 @angrybklynmom How do U know she was high risk? Even normal risk people who’ve been vaxxed &amp; boosted can end up seriously ill or w/long Covid. Vaccines reduce risk of severe illness &amp; death but don’t take the risk down to 0. Some people are just unlucky…which is why masking is still important.
195,2022-04-26 01:50:26+00:00,@cartm25 @CBS2Boise Yeah because trickledown economics prevents covid like vintage urine https://t.co/DlbcRM9Luf
196,2022-04-26 01:50:25+00:00,"Doesn't the head of Fort Detrick need to come out and respond? If I remember correctly, this base is still closed right now.#COVID19
#COVID-19
#COVID
#Omicron
https://t.co/OWVsda87u7"
197,2022-04-26 01:50:25+00:00,ummm when can we say WHERE Covid came from??
198,2022-04-26 01:50:25+00:00,"ANYONE infected with covid has a higher risk of heart issues.  even the asymptomatic.

https://t.co/c7PhdAt90i"
199,2022-04-26 01:50:24+00:00,Hydroxychloroquine works against Covid-19 https://t.co/dYmHinz45q
200,2022-04-26 01:50:24+00:00,"Testemunho pessoal: tomei por causa da covid e meu corpo eliminou uma mancha (micose) na virilha. Fui em 4 dermatologistas,  gastei uma fortuna em remédios e ela só aumentava.
Com ivermectina, meu organismo eliminou o problema. https://t.co/86KKjd0nWp"
201,2022-04-26 01:50:23+00:00,@SilencedFeather I believed much work are done to convince all elderly to take vaccines but it's their choice at the end of the day. Its dynamic Zero covid anyway. China handled lockdown much more effective than many countries
202,2022-04-26 01:50:23+00:00,@AmalaZolanski Steven Universe ending is what caused Covid
203,2022-04-26 01:50:23+00:00,随着高度传染性的三角洲变种在全球迅速蔓延，世界卫生组织周五敦促完全接种疫苗的人继续戴口罩、保持社交距离并采取其他 Covid-19 大流行安全措施。 https://t.co/y8uCDHgTeP
204,2022-04-26 01:50:22+00:00,Pasar Asia-Pasifik Beragam Dengan Fokus Pada Kekhawatiran Covid di China https://t.co/w1ayCGIScq
205,2022-04-26 01:50:22+00:00,Por qué un mayor intervalo entre las vacunas contra el Covid-19 puede ser más eficaz https://t.co/OiY4eojksN
206,2022-04-26 01:50:22+00:00,Covid Vaccines kill people. Induce aids and blood clots and mycocardidus
207,2022-04-26 01:50:22+00:00,As substâncias que chamam de “vacina” contra Covid matam. Deixa eu fazer um teste aqui
208,2022-04-26 01:50:21+00:00,eu te odeio covid
209,2022-04-26 01:50:21+00:00,@Goodchatbud Covid
210,2022-04-26 01:50:21+00:00,"@McKennaDeanFic Covid came back negative, I think it was food poisoning because how fast after dinner I started to feel sick. 30 minutes after dinner I was miserable. I'm feeling somewhat better since muscle cramps subsided. That alone makes it all better."
211,2022-04-26 01:50:20+00:00,"NEW ZEALAND
COVID-19
DASHBOARD
26-04-2022
========== https://t.co/U1VeHpNA6q"
212,2022-04-26 01:50:19+00:00,The covid vaccine and BLM stuff is really iffy depending on who you’re talking to as well so
213,2022-04-26 01:50:19+00:00,"While I have not authenticated the document, this appears to be response to a Japan FOIA request. Request: Articles proving that New COVID is a pathogen. Reason for Non-disclosure: No administrative documents are in possession related to the disclosure request. https://t.co/4FEVYau5b6"
214,2022-04-26 01:50:18+00:00,Que está pasando en China en su lucha contra el Covid? https://t.co/pnTAprYkHU
215,2022-04-26 01:50:18+00:00,It's a safe rule. Does a piece written ostensibly by a specialist on the spread or effects of COVID contain some section on what do about it? Stop reading and move on. https://t.co/UXXm9khLpS
216,2022-04-26 01:50:17+00:00,"@tiggy00 @leighpowley @TimHoustonNS In Ontario, with the same problem, it's called health positions missing because of workers sick with covid."
217,2022-04-26 01:50:17+00:00,My Ex-Wife Loans to Africa Fell to 16-Year Low During Covid Pandemic - Bloomberg https://t.co/naMPEyE6eJ
218,2022-04-26 01:50:17+00:00,"Com mais duas mortes, Acre contabiliza 2 mil óbitos pela Covid nesta segunda-feira (25) https://t.co/qB6MMwYJkG"
219,2022-04-26 01:50:17+00:00,It saved my life when I had COVID. My case progressed into pneumonia. Doctors refused to treat me. I started taking it on day 18 and started feeling better &amp; saw results after within 2 days!
220,2022-04-26 01:50:16+00:00,"The American virus is the truth.
#COVID19
#COVID-19
#COVID
#Omicron 
https://t.co/gDfymBK0GY"
221,2022-04-26 01:50:15+00:00,@digidigi497 En vrai les Nets on passé une saison terrible entre blessure covid sans parler du trade dead line catastrophique
222,2022-04-26 01:50:15+00:00,"@I_am_Steele @DLMHBC @StephanieRade18 @marioarizabaez @wendy_dorian That’s where you lost me. Unvaccinated are not dying. Look at the true data and not your emotional cuck bullshit liberal news. 90%+ are the only ones dying now, of omicron, less than a cold. I have never wore a mask, no vaccine, exposed to covid 100s of times. No covid"
223,2022-04-26 01:50:15+00:00,💥 La utilidad de la suplementación de Vitamina C en COVID-19 https://t.co/pxgyFNm7eg
224,2022-04-26 01:50:14+00:00,Puta el covid de mierda ojalá se me pase antes de que saquen The Northman de cartelera 😪
225,2022-04-26 01:50:14+00:00,Asia-Pacific markets mixed with my ex-wife's Covid fears in focus as my ex-wife expands mass testing - CNBC https://t.co/D29NkAygHr
226,2022-04-26 01:50:14+00:00,"@snappity @Bud_T I will probably test again tomorrow, but I'm pretty sick with pretty classic Covid symptoms..."
227,2022-04-26 01:50:14+00:00,Bear in a China shop: Covid fear grips equity markets again https://t.co/I9jYMS1fgr
228,2022-04-26 01:50:12+00:00,"LA County COVID Numbers: Cases are Going Up, With Variant Accounting for Most https://t.co/alSh59e52m"
229,2022-04-26 01:50:09+00:00,"COVID-19 検査統計　東京都陽性者　
⇒ https://t.co/jF22Ti7jnq #アメブロ @ameba_officialより"
230,2022-04-26 01:50:09+00:00,"Tiffany Dover is dead, isn't she?  We witnessed a covid vaccination kill a heathy young woman on TV.  We were told that we didn't see what we saw and then we stood in a line to have our children vaccinated."
231,2022-04-26 01:50:08+00:00,@lauzkate1 @thoughtlarries Ya… 😕🙈 then some production/post-production issues too but mainly Covid…
232,2022-04-26 01:50:08+00:00,"@marcia_lemmon No, I’m only in GA a couple days a month. I’m mostly busy overseeing the editing process, which is remote due to covid. I edit on zoom with my editors &amp; watch filming on a live feed on my laptop. Technology = crazy. But it lets me work from anywhere, which is nice for our family"
233,2022-04-26 01:50:07+00:00,"#COVID19    #COVID  #Omicron  Doesn't the head of Fort Detrick need to come out and respond? If I remember correctly, this base is still closed right now.
https://t.co/7NYUqQGRnz"
234,2022-04-26 01:50:07+00:00,"Família, é o seguinte: não percam o tempo discutindo com esse pessoal que ainda tweeta fake news relacionadas à Covid-19, denunciem!"
235,2022-04-26 01:50:06+00:00,"@DebLukovich @DebbiesStories He's also spread misinformation on COVID-19 on Twitter.

Get ready. It's about to be a free-for-all with hate speech, harassment, misinformation and whatever else."
236,2022-04-26 01:50:05+00:00,📷 My negative Covid-19 test..10mins ago.. I’m still playing tekken… I just want to push forth more awareness.. I know im unvaccinated but that don’t make me super man you know.. Hit up a walgreens or a duane reade an grab a couple test an... https://t.co/M365FU5aR3
237,2022-04-26 01:50:04+00:00,How My Ex-Wife’s Response to COVID-19 Set the Stage for a Worldwide Wave of Censorship - The New Yorker https://t.co/7QrIJzeEJL
238,2022-04-26 01:50:04+00:00,"How accurate are COVID-19 rapid antigen tests, and when is the best time to use them? – ABC News https://t.co/NCrvsrnFZu https://t.co/i0YbPydlDN"
239,2022-04-26 01:50:04+00:00,Covid was a hoax
240,2022-04-26 01:50:04+00:00,"@PMalinauskasMP People want to pretend Covid is over now masks are off but this is wishful thinking. Covid will be around for years to come. #maskmandate
#CovidIsNotOver
#COVID19
#health
https://t.co/2GlBmEyzFq"
241,2022-04-26 01:50:03+00:00,@TIME COVID is a hoax to promote a mass genocide vaccine. Stop the charade.
242,2022-04-26 01:50:01+00:00,"@SteveGilbertMLB @Dbacks Hi Steve, out of market fan here. The radio guys have been filling in all weekend and today. Steve and Bob still out? Covid related? Sorry if I missed some news."
243,2022-04-26 01:50:00+00:00,Cbse term 2 exam cancel please please🙏 due to covid 19
244,2022-04-26 01:50:00+00:00,#TDF Salud continúa con la vacunación contra covid-19 y vacunas del calendario nacional. https://t.co/T53evlNOnC https://t.co/GXN2Gcw6V0
245,2022-04-26 01:50:00+00:00,"Además de las vacaciones, el confinamiento por COVID-19 pudo haber alterado las rutinas de los niños en diferentes aspectos.

Es por ello, que aquí te dejamos algunos tips que pueden ayudarte para la adaptación a los horarios escolares.

Ver más 👉👉 https://t.co/hxMVGhmXnO https://t.co/yIPvzk7B0b"
246,2022-04-26 01:50:00+00:00,"เรียนรู้เรื่องโฮมสคูล ผ่านมุมมองครอบครัวบ้านเรียน หนึ่งทางเลือกของการศึกษาในยุค COVID-19

อ่านรายงานเต็มได้ที่ : https://t.co/AxYWgsgOe7 https://t.co/0a4SKqVnYC"
247,2022-04-26 01:50:00+00:00,"DEVELOPING: Premier Peter Malinauskas will address South Australians with the latest COVID-19 update, after making a decision on whether masks will be required in schools for term 2. Watch the press conference LIVE at 12pm on @Ch7Adelaide | https://t.co/8ftPfGgvkq #7NEWS https://t.co/kKBmkpyZrC"
248,2022-04-26 01:50:00+00:00,"El gobierno de Colombia anunció que flexibilizará las medidas contra el Covid-19 a partir del 1 de mayo 🔽
   https://t.co/EU6dlavTEZ"
249,2022-04-26 01:49:59+00:00,@ernestorr el sintoma más frecuente en la consulta tras COVID leve.
250,2022-04-26 01:49:59+00:00,@Byteme71311435 @CP24 That's not usually true. You can test Negative from COVID but still suffer the effects. It's this long COVID everyone is talking. Only a third of ICU cases are incidental.
251,2022-04-26 01:49:59+00:00,More people will survive Covid than die from Covid!
252,2022-04-26 01:49:58+00:00,"Mi hija gracias a Dios está muy bien muy fuerte de salud, incluso se repuso rápida% al covid pero éso es hoy.
"" Dra. CTM "" Inepta lo pasamos muy mal , mi mujer cayó en depresión y fue muy difícil sacarle de ése estado , bueno hasta que fuimos x otro examen en otro centro médico."
253,2022-04-26 01:49:57+00:00,@michaeljknowles People have died from the covid 19 vaccinations.
254,2022-04-26 01:49:57+00:00,What’s storyline from the writer’s  pimp? Kyrie was fired for his Covid defiance? https://t.co/daQEyMHMvM
255,2022-04-26 01:49:56+00:00,White House: Without funding US will lose COVID treatments https://t.co/U8HYwrvAol
256,2022-04-26 01:49:56+00:00,"This report is so comprehensive, I should show it to my friends!https://t.co/r18Yzb6UJ1
#COVID19
#COVID
#Omicron"
257,2022-04-26 01:49:56+00:00,Bitter cause I missed my Covid testing date so I couldn’t be in this 😭 https://t.co/QpnXUlV6RR
258,2022-04-26 01:49:55+00:00,@SarahBelle_RN My friend that had covid had a post viral rash like that
259,2022-04-26 01:49:55+00:00,@StormyAdlerPoG @averydmerrick @Animated_Antic Not really b/c of COVID its self tho more from delays from COVID having a long term effect.
260,2022-04-26 01:49:53+00:00,"@centralreality É trampo reunir todos.
Tem a parte do teste do COVID e isolamento em hotel, etc...
Fora os cachês 💰💰💰
Tudo isso pra render nada.
O conteúdo dessa galera já sabemos, então Zera isso.😊"
261,2022-04-26 01:49:53+00:00,Yo @ericadamsfornyc you need to bark on the nets for tryna call you out about the Covid rule now look them fools got sweep 🧹 can't believe this smh 🤦🏾‍♂️
262,2022-04-26 01:49:52+00:00,"@matsionoah @AntonyGreenElec Yes. With the change in the name our google rankings went down. That is my main area of expertise and what I did as a business until 2 years ago. Unfortunately, with the campaign and effects of Covid I don't have the capacity to dig into this and make suggestions. Not enough time"
263,2022-04-26 01:49:51+00:00,"...in a hallway, they were worried about him being on risk to catch Covid???? At 12.30am they finally got him into a room at the emergency room for the night. I ask you @adriandix as our health minister: how is that acceptable for you?????"
264,2022-04-26 01:49:50+00:00,Beyond Air® Presents Positive Safety and Efficacy Data for Inhaled Nitric Oxide to Treat COVID-19 at ECCMID 2022 $XAIR https://t.co/q3urFuSk6T
265,2022-04-26 01:49:50+00:00,@ShootersShoot88 @lavern_spicer @Cowpie_Detector check it out Tom’s trying his luck in covid now 😂
266,2022-04-26 01:49:50+00:00,"That late-night to early-morning window after Trump announced he had COVID.

There was such an indefinable electricity surging through the timeline where everyone was posting and was on the same page. 

There will never be a moment like that on this site again. https://t.co/x9OUl5m3HB"
267,2022-04-26 01:49:49+00:00,"@Randall87454048 @AlboMP Australia COVID-19 case numbers from around the states and territories

34 DEAD SO FAR! 😟😷 https://t.co/EcIm8kgvNo"
268,2022-04-26 01:49:48+00:00,7 Day US Covid Confirmed Cases by County  For VA   2022-04-22:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth #RStats https://t.co/H8keHSI0Lj
269,2022-04-26 01:49:47+00:00,Beijing begins 3-day Covid-19 mass testing of 3.5 million people as Shanghai report 51 deaths https://t.co/APgEEXll1p
270,2022-04-26 01:49:47+00:00,"I love how they say we haven’t had to pay our student loans since Joe Biden… 1st it’s because of covid then quarantine, now he has a “new payback method”… they still show on my credit sooooo. What has he really done? Get with it Joeeee"
271,2022-04-26 01:49:47+00:00,@default2rebel @ReviewsChronic @ChrisLebenMMA @Justin_Gibbons @MyMMANews Not if your a fan of the dude…he’s experienced what Covid can do to him so hopefully he gets vaccinated if he hasn’t already
272,2022-04-26 01:49:46+00:00,"คุมเข้ม มาตรการ Zero Covid ส่งออก ผลไม้ไทย ทั้งระบบ
#thebangkokisight https://t.co/soHNFOyZyw"
273,2022-04-26 01:49:46+00:00,@koosouju We lost the summer was for Covid we gotta connect and cry
274,2022-04-26 01:49:45+00:00,"@DrEricDing @JohnsHopkins Tingling in feet/ sometimes part of legs.  Numerous blood tests, EMG and neurologist.  Nothing.  I was asked numerous questions about my Covid in January though.  Wonder if they are gathering data?"
275,2022-04-26 01:49:44+00:00,Dashboard ini adalah sistem yang membantu pengguna fasilitas untuk memantau  proses pengajuan Rekomendasi BNPB yang menjadi syarat pengajuan impor alkes untuk penanganan Covid-19.
276,2022-04-26 01:49:42+00:00,"COVID-19 cases to jump 100% by May 7, plus 2 more forecasts
https://t.co/vNL2HOYYy9"
277,2022-04-26 01:49:41+00:00,"@kgiselav Bueno, la noticia no tenía nada que ver con mascarilla..

En China, esta de nuevo el covid  haciendo cagadas..
Ya no se sabe si habrá variantes.. 😔😔
.

Entre chinos y rusos  nos llevará puta.😭😭😭"
278,2022-04-26 01:49:41+00:00,"@HectorRossete @july77be Les informo que en reunión con amigos cardiólogos me orientaron a no inyectarme una vacuna del COVID más, por las secuelas cardiológicas que produce no lo puedo confirmar pero quienes eso me comentaron son cardiólogos certificados. Se los Informo."
279,2022-04-26 01:49:41+00:00,Take your child to work day is this Thursday. Yes or No to bringing kids into the office while COVID is still around?
280,2022-04-26 01:49:40+00:00,markets: China’s commitment to a Covid-zero strategy has put a dent in Shanghai’s ambitions to edge out other Asian financial hubs https://t.co/qmEIhDgRMp
281,2022-04-26 01:49:39+00:00,The Charter didn’t stop Canada’s Covid slide towards tyranny | True North https://t.co/rv0Jl86A44
282,2022-04-26 01:49:39+00:00,"Fort Detrick is authoritatively recognized as the birthplace of COVID-19. Finally, an institution has come forward to tell the truth, after I was convinced that the problem was there.#COVID19 #COVID-19 #COVID #Omicron  https://t.co/1RH1HEyEly"
283,2022-04-26 01:49:37+00:00,"@dont_countonit Oh, I’m already on phenerghan 😅 problem is with painsomia (especially since covid), it’s the getting to sleep bit that’s the problem, not necessarily staying asleep if that makes sense?"
284,2022-04-26 01:49:37+00:00,"@ZeroFOX33 The vaccines supposedly protect from being hospitalized and dying from covid, they are that good, but they won’t protect you if you “mix” with an unvaccinated person. Comical. F*cking comical."
285,2022-04-26 01:49:36+00:00,"@KarenGrew @Sally5150 @DocJeffD True, but given that China has had *every* mitigation measure so... ""A community cannot rely on *any* mitigation measure and expect to have zero Covid cases."""
286,2022-04-26 01:49:35+00:00,"Covid oggi Emilia, 3.403 contagi e 8 morti: bollettino 25 aprile https://t.co/3hpGk3yxOI"
287,2022-04-26 01:49:34+00:00,"Depois que peguei covid parece que minha respiração nunca mais voltou ser a mesma, principalmente a noite. As vezes eu respiro e meio que sai um chiado"
288,2022-04-26 01:49:34+00:00,Rudy gobert also known as the guy who started covid in the NBA haha
289,2022-04-26 01:49:33+00:00,"@circlekcan why is your store at 6780 Kingston Rd, Scarborough, ON 
selling Covid rapid test?"
290,2022-04-26 01:49:33+00:00,@vic_iewan Depuis le Covid le foot meurt
291,2022-04-26 01:49:33+00:00,"🟠  Falsa alarma: sin Covid, Corinthians va con lo mejor que tiene contra Boca por la Libertadores https://t.co/a1y6itfJJh #noticias"
292,2022-04-26 01:49:32+00:00,"Bolehkah Suntik Vaksin Covid-19 saat Puasa?
https://t.co/wl9g0Q4pYp"
293,2022-04-26 01:49:32+00:00,Primer reporte semanal: la provincia de Santa Fe informó 28 muertes y 412 casos de Covid https://t.co/sbIVui0G4j
294,2022-04-26 01:49:32+00:00,@michaeljknowles Ivermectin and hydroxychloroquine are two covid crushers and Fauci is a fraud.
295,2022-04-26 01:49:32+00:00,"Ever Given blocks the Suez or the day Trump got Covid. Take your pick, nothing else comes close. https://t.co/46TWODQ6ro"
296,2022-04-26 01:49:32+00:00,"@MiniShubz Anyone can say that it was a testing after all. No vaccine before covid vax was put forward in a span of 6-18 months. Should have been common knowledge of it being tested on the audience. 

We can't use hindsight now. It's saved millions of lives worldwide."
297,2022-04-26 01:49:31+00:00,@Fredsincerin Não tinha um negócio que os jogadores do cortinas estavam com COVID/gripe?
298,2022-04-26 01:49:31+00:00,"@jblair247 @nixonrunning 8 years ICU... now a realtor and loving it. Thankful and honored to have the RN experience. Working covid ICU changed me. S/o to the techs, they are the backbone and deserve so much more."
299,2022-04-26 01:49:31+00:00,"Bolehkah Suntik Vaksin Covid-19 saat Puasa?
https://t.co/eE47t7luhS"
300,2022-04-26 01:49:30+00:00,"@garrettelliott @downtownktown ❤️ 9 yo &amp; I have been COVID+ housebound since Easter (first in person family dinner in 2 yrs &amp; BOOM 💥 worst we’ve ever felt dbl vax’d &amp; me triple, N95’s etc) he’s been able to eat ok, I’ve managed 1 toast each day…this just made my tummy rumble for my weekly dragon noodles 😋"
301,2022-04-26 01:49:30+00:00,Teste: O vírus da COVID-19 veio da China.
302,2022-04-26 01:49:30+00:00,"@flashed12 @1OregonPatriot Covid,zika,dengue,Yellow fever and more."
303,2022-04-26 01:49:29+00:00,@ebruenig The night Trump’s COVID diagnosis was announced
304,2022-04-26 01:49:28+00:00,the covid 19-pandemic was going on while jim carrey was flossing dressed as dr. robotnik
305,2022-04-26 01:49:28+00:00,@Krusty_M_D Me resultan interesantes tus comentarios NO Covid.
306,2022-04-26 01:49:28+00:00,"@Axel_oz788 @365DayResist @jk_rowling No, it’s not. Asian people didn’t oppress people with COVID. Is that really what you think??"
307,2022-04-26 01:49:28+00:00,@crismartinj Terrible una dictadura.. Que el gobierno va a ejercer en cada persona.. Y peor aún con el próximo covid. Estará peor la cosa 😳🤐😔
308,2022-04-26 01:49:27+00:00,@alfredoboi777 Covid can’t reach you cause you’re a ghost and soon to be phantom 👻
309,2022-04-26 01:49:26+00:00,@eyejammy905 To much drama with the Covid smh they coulda done more
310,2022-04-26 01:49:25+00:00,Four Seasons Landscaping is up there but Trump getting COVID has to be number 1 https://t.co/ndPO2Qg77t
311,2022-04-26 01:49:25+00:00,@RelicRinging you have covid :(
312,2022-04-26 01:49:24+00:00,"Minha irmã me chamou de ""fora de moda"" por ter pego covid só agora.

Pode isso?"
313,2022-04-26 01:49:24+00:00,Natural immunity provides strong protection from Covid reinfection... National Post https://t.co/BydaoreVzH
